c_nace|d_pocpl|d_ukopl|naz_nace|
522300|2026-01-01||ČINNOSTI SOUVISEJÍCÍ S LETECKOU DOPRAVOU|
523200|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI OSOBNÍ DOPRAVY|
550000|1992-01-01|2025-12-31|UBYTOVÁNÍ|
552000|2026-01-01||REKREAČNÍ A OSTATNÍ KRÁTKODOBÉ UBYTOVÁNÍ|
559090|1992-01-01|2025-12-31|OSTATNÍ UBYTOVÁNÍ J. N.|
562000|2026-01-01||CATERINGOVÉ ČINNOSTI, POSKYTOVÁNÍ SMLUVNÍCH A OSTATNÍCH STRAVOVACÍCH SLUŽEB|
563000|1992-01-01|2025-12-31|POHOSTINSTVÍ|
581100|2026-01-01||VYDÁVÁNÍ KNIH|
581320|2026-01-01||VYDÁVÁNÍ ČASOPISŮ V JINÝCH FORMÁCH NEŽ TIŠTĚNÝCH|
582100|2026-01-01||VYDÁVÁNÍ VIDEOHER|
591100|2026-01-01||PRODUKCE FILMŮ, VIDEOZÁZNAMŮ A TELEVIZNÍCH POŘADŮ|
592000|2026-01-01||POŘIZOVÁNÍ ZVUKOVÝCH NAHRÁVEK A HUDEBNÍ VYDAVATELSKÉ ČINNOSTI|
602000|2026-01-01||TVORBA TELEVIZNÍCH PROGRAMŮ, TELEVIZNÍ VYSÍLÁNÍ A DISTRIBUCE VIDEOZÁZNAMŮ|
611010|1992-01-01|2025-12-31|POSKYTOVÁNÍ HLASOVÝCH SLUŽEB PŘES PEVNOU TELEKOMUNIKAČNÍ SÍŤ|
612020|1992-01-01|2025-12-31|PRONÁJEM BEZDRÁTOVÉ TELEKOMUNIKAČNÍ SÍTĚ|
620000|2026-01-01||POČÍTAČOVÉ PROGRAMOVÁNÍ, PORADENSTVÍ A SOUVISEJÍCÍ ČINNOSTI|
622000|2026-01-01||PORADENSTVÍ V OBLASTI POČÍTAČŮ A SPRÁVA POČÍTAČOVÝCH SYSTÉMŮ|
639000|1992-01-01|2025-12-31|OSTATNÍ INFORMAČNÍ ČINNOSTI|
641000|1992-01-01|2025-12-31|PENĚŽNÍ ZPROSTŘEDKOVÁNÍ|
642100|2026-01-01||ČINNOSTI HOLDINGOVÝCH SPOLEČNOSTÍ|
649100|1992-01-01|2025-12-31|FINANČNÍ LEASING|
649230|1992-01-01|2025-12-31|ČINNOSTI ZASTAVÁREN|
649910|2026-01-01||OBCHODOVÁNÍ S CENNÝMI PAPÍRY NA VLASTNÍ ÚČET|
651100|1992-01-01|2025-12-31|ŽIVOTNÍ POJIŠTĚNÍ|
660000|1992-01-01|2025-12-31|OSTATNÍ FINANČNÍ ČINNOSTI|
661900|1992-01-01|2025-12-31|OSTATNÍ POMOCNÉ ČINNOSTI SOUVISEJÍCÍ S FINANČNÍM ZPROSTŘEDKOVÁNÍM|
662900|1992-01-01|2025-12-31|OSTATNÍ POMOCNÉ ČINNOSTI SOUVISEJÍCÍ S POJIŠŤOVNICTVÍM A PENZIJNÍM FINANCOVÁNÍM|
681100|2026-01-01||NÁKUP A NÁSLEDNÝ PRODEJ VLASTNÍCH NEMOVITOSTÍ|
683000|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI NEMOVITOSTÍ NA ZÁKLADĚ SMLOUVY NEBO DOHODY|
691000|1992-01-01|2025-12-31|PRÁVNÍ ČINNOSTI|
702000|1992-01-01|2025-12-31|PORADENSTVÍ V OBLASTI ŘÍZENÍ|
711100|1992-01-01|2025-12-31|ARCHITEKTONICKÉ ČINNOSTI|
712000|1992-01-01|2025-12-31|TECHNICKÉ ZKOUŠKY A ANALÝZY|
721100|1992-01-01|2025-12-31|VÝZKUM A VÝVOJ V OBLASTI BIOTECHNOLOGIE|
730000|2026-01-01||ČINNOSTI V OBLASTI REKLAMY, PRŮZKUMU TRHU A VZTAHŮ S VEŘEJNOSTÍ|
732000|2026-01-01||PRŮZKUM TRHU A VEŘEJNÉHO MÍNĚNÍ|
741120|2026-01-01||ČINNOSTI V OBLASTI MÓDNÍHO DESIGNU|
749000|1992-01-01|2025-12-31|OSTATNÍ PROFESNÍ, VĚDECKÉ A TECHNICKÉ ČINNOSTI J. N.|
750000|2026-01-01||VETERINÁRNÍ ČINNOSTI|
771200|2026-01-01||PRONÁJEM A LEASING NÁKLADNÍCH AUTOMOBILŮ|
773000|1992-01-01|2025-12-31|PRONÁJEM A LEASING OSTATNÍCH STROJŮ, ZAŘÍZENÍ A VÝROBKŮ|
773400|1992-01-01|2025-12-31|PRONÁJEM A LEASING VODNÍCH DOPRAVNÍCH PROSTŘEDKŮ|
775000|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI PRONÁJMU A LEASINGU HMOTNÝCH STATKŮ A NEFINANČNÍCH NEHMOTNÝCH AKTIV|
782000|2026-01-01||ČINNOSTI AGENTUR ZPROSTŘEDKUJÍCÍCH PRÁCI NA PŘECHODNOU DOBU A OSTATNÍ POSKYTOVÁNÍ LIDSKÝCH ZDROJŮ|
791200|1992-01-01|2025-12-31|ČINNOSTI CESTOVNÍCH KANCELÁŘÍ|
800100|2026-01-01||PÁTRACÍ ČINNOSTI A ČINNOSTI SOUKROMÝCH BEZPEČNOSTNÍCH AGENTUR|
811000|2026-01-01||KOMBINOVANÉ PODPŮRNÉ ČINNOSTI|
812900|1992-01-01|2025-12-31|OSTATNÍ ÚKLIDOVÉ ČINNOSTI|
821900|1992-01-01|2025-12-31|KOPÍROVÁNÍ, PŘÍPRAVA DOKUMENTŮ A OSTATNÍ SPECIALIZOVANÉ KANCELÁŘSKÉ PODPŮRNÉ ČINNOSTI|
829100|1992-01-01|2025-12-31|INKASNÍ ČINNOSTI, OVĚŘOVÁNÍ SOLVENTNOSTI ZÁKAZNÍKA|
841000|1992-01-01|2025-12-31|VEŘEJNÁ SPRÁVA A HOSPODÁŘSKÁ A SOCIÁLNÍ POLITIKA|
841230|2026-01-01||REGULACE ČINNOSTÍ SOUVISEJÍCÍCH S KULTUROU|
842100|1992-01-01|2025-12-31|ČINNOSTI V OBLASTI ZAHRANIČNÍCH VĚCÍ|
842300|2026-01-01||ČINNOSTI V OBLASTI SPRAVEDLNOSTI A SOUDNICTVÍ|
850000|2026-01-01||VZDĚLÁVÁNÍ|
853100|2026-01-01||SEKUNDÁRNÍ VŠEOBECNÉ VZDĚLÁVÁNÍ|
853210|2026-01-01||SEKUNDÁRNÍ ODBORNÉ VZDĚLÁVÁNÍ V UMĚLECKÝCH OBORECH|
854020|2026-01-01||TERCIÁRNÍ VZDĚLÁVÁNÍ V JINÝCH NEŽ UMĚLECKÝCH OBORECH|
855200|2026-01-01||UMĚLECKÉ VZDĚLÁVÁNÍ|
855910|1992-01-01|2025-12-31|VZDĚLÁVÁNÍ V JAZYKOVÝCH ŠKOLÁCH|
856100|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI VZDĚLÁVÁNÍ|
862100|1992-01-01|2025-12-31|VŠEOBECNÁ AMBULANTNÍ ZDRAVOTNÍ PÉČE|
869010|1992-01-01|2025-12-31|ČINNOSTI SOUVISEJÍCÍ S OCHRANOU VEŘEJNÉHO ZDRAVÍ|
869700|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI ZDRAVOTNÍ PÉČE|
872010|1992-01-01|2025-12-31|SOCIÁLNÍ PÉČE V ZAŘÍZENÍCH PRO OSOBY S CHRONICKÝM DUŠEVNÍM ONEMOCNĚNÍM|
879100|2026-01-01||ZPROSTŘEDKOVÁNÍ V OBLASTI POBYTOVÝCH SLUŽEB SOCIÁLNÍ PÉČE|
889000|1992-01-01|2025-12-31|OSTATNÍ AMBULANTNÍ NEBO TERÉNNÍ SOCIÁLNÍ SLUŽBY|
889930|1992-01-01|2025-12-31|SOCIÁLNÍ REHABILITACE|
901000|2026-01-01||UMĚLECKÁ TVORBA|
903100|2026-01-01||PROVOZOVÁNÍ KULTURNÍCH ZAŘÍZENÍ A AREÁLŮ|
910410|1992-01-01|2025-12-31|ČINNOSTI BOTANICKÝCH A ZOOLOGICKÝCH ZAHRAD|
913000|2026-01-01||KONZERVOVÁNÍ, RESTAUROVÁNÍ A JINÉ PODPŮRNÉ ČINNOSTI PRO KULTURNÍ DĚDICTVÍ|
931000|1992-01-01|2025-12-31|SPORTOVNÍ ČINNOSTI|
931900|1992-01-01|2025-12-31|OSTATNÍ SPORTOVNÍ ČINNOSTI|
940000|1992-01-01|2025-12-31|ČINNOSTI ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH ZÁJMŮ|
942000|1992-01-01|2025-12-31|ČINNOSTI ODBOROVÝCH SVAZŮ|
949900|1992-01-01|2025-12-31|ČINNOSTI OSTATNÍCH ORGANIZACÍ SDRUŽUJÍCÍCH OSOBY ZA ÚČELEM PROSAZOVÁNÍ SPOLEČNÝCH ZÁJMŮ J. N.|
949940|1992-01-01|2025-12-31|ČINNOSTI SPOTŘEBITELSKÝCH ORGANIZACÍ|
949990|1992-01-01|2025-12-31|ČINNOSTI OSTATNÍCH ORGANIZACÍ J. N.|
952000|1992-01-01|2025-12-31|OPRAVY VÝROBKŮ PRO OSOBNÍ POTŘEBU A PŘEVÁŽNĚ PRO DOMÁCNOST|
952400|1992-01-01|2025-12-31|OPRAVY NÁBYTKU A BYTOVÉHO ZAŘÍZENÍ|
953200|2026-01-01||OPRAVY A ÚDRŽBA MOTOCYKLŮ|
960900|1992-01-01|2025-12-31|POSKYTOVÁNÍ OSTATNÍCH OSOBNÍCH SLUŽEB J. N.|
962200|2026-01-01||KOSMETICKÉ A PODOBNÉ ČINNOSTI|
970000|2026-01-01||ČINNOSTI DOMÁCNOSTÍ JAKO ZAMĚSTNAVATELŮ DOMÁCÍHO PERSONÁLU|
990000|2026-01-01||ČINNOSTI EXTERITORIÁLNÍCH ORGANIZACÍ A INSTITUCÍ|
